ジャスティン・ビーバー、ゲイだと虐められた少年の自殺に「ヘイトはもう止めて」,米アラバマに暮らしていた15歳の少年Nigel Shelby君が、ゲイであることを理由に虐められ自殺したとの報道を受け、ジャスティン・...
踊ってばかりの国×川口潤×石毛倫太郎の「光の中に」MV、渋谷にポップアップコーナーも,踊ってばかりの国の新曲「光の中に」のミュージックビデオがYouTubeで公開された。踊ってばかりの国すべての画像・動画を見る（全4件）...
令和時代の“タラレバ娘”を描く、東村アキコ「東京タラレバ娘」新シリーズ開始,東村アキコの新連載「東京タラレバ娘 シーズン2」が、本日4月25日発売のKiss6月号（講談社）にてスタートした。「東京タラレバ娘 シ...
『風の谷のナウシカ』メーヴェとナウシカが立体化！LED発光&翼展開ギミック搭載,"「想造ガレリア　メーヴェ＆ナウシカ」

　25日、バンダイ公式ショッピングサイト「プレミアムバンダイ」は、宮崎駿監督のアニメーション映..."
「AX Armani Exchange」の“#st_ART”プロジェクト、第4弾発表！,2017年秋冬コレクションからスタートしたA|X アルマーニ エクスチェンジ（A|X ARMANI EXCHANGE）の「#st_AR...
スクエニ新作『鬼ノ哭ク邦』キャラクタートレイラー公開！新たな主要キャラ4名の詳細も判明,スクエニ新作『鬼ノ哭ク邦』キャラクタートレイラー公開！新たな主要キャラ4名の詳細も判明もっと画像を見るPlayStation.Blog...
ポケモンGO：キラポケモンをコンプリートしたくて7000回交換した成果,2018年の夏にキラポケモンが実装されてから、早いもので1年が経とうとしている。ポケモンGOは進化を続けており、先日には待望の「キラフ...
上方落語家「35周年記念ウィーク」開催 笑福亭純瓶「違うアドレナリンが」,今年、芸歴35周年を迎えた落語家が集結して開催する「芸歴35周年記念ウィーク」の発表会見が25日、「神戸新開地喜楽館」（神戸市兵庫区）...
蛯原英里、息子の写真にツッコミ「後頭部の髪の毛、薄っ(笑)」,モデル・蛯原友里の双子の妹でチャイルド・ボディ・セラピストとして活躍する蛯原英里が23日に自身のアメブロを更新。6か月を過ぎた息子の後...
川栄李奈や二階堂ふみも恋に落ちた“日本酒映画”6選 「カンパイ！日本酒に恋した女たち」公開記念,長らく女人禁制と言われてきた日本酒の世界に飛びこみ、活躍する女性たちの姿を描いた日本酒ドキュメンタリー映画「カンパイ！日本酒に恋した女...
堂珍嘉邦のプラネタリウムライブが7月に再演,堂珍嘉邦（CHEMISTRY）が出演する音楽イベント「LIVE in the DARK」が、7月5日に東京・コニカミノルタプラネタリウ...
宇垣美里「活動の幅を広げていきたい」 目標は『超合金・宇垣』になること？,25日に「TAMASHII NATIONS TOKYO」オープニングセレモニーが開かれ、ゲストとして俳優の遠藤憲一とフリーアナウンサー...
蒼井そら、双子妊娠で20キロ増 マイナートラブル続出で「息切れ」,"妊婦検診でNST中の写真を公開した蒼井そら　（蒼井そら公式ブログより）

　昨年12月に妊娠を発表し、妊娠37週目での双子の計画出産を..."
VRゲーム『SUPERHOT VR』販売数80万本突破 原作を超える売上へ,VRゲーム『SUPERHOT VR』の制作チームは、同コンテンツの販売本数が80万本を突破したと公表。原作のPC向けゲーム『SUPER...
VRを活用した新たな舞台演劇への挑戦 吉倉あおい、岡本至恩出演舞台が6月に上演決定,客席への同時VR映像配信を演出に取り入れた“新たな演劇”、VR演劇『Visual Record ～記憶法廷～』がこの度誕生。吉倉あおい...
『アベンジャーズ／エンドゲーム』、新記録達成は確実？,"4月26日に日米を含む世界の大多数の国で公開される『アベンジャーズ／エンドゲーム』が、新記録を達成すると見込まれている。
北米のオープ..."
山口真帆、アイドルになった自分恨むも「今はNGT48になって良かったと...」,"21日に卒業を発表したアイドルグループ・NGT48の山口真帆が25日、自身のツイッターを更新し、心境をつづった。

山口は「卒業発表を..."
梅宮アンナ 赤江アナと大吉の“添い寝デート”報道に「結婚していなかったらありなんだろうけど...」,タレントの梅宮アンナ（46）が24日放送のTOKYO　MX「バラいろダンディ」（月～金曜後9・00）に出演。フリーアナウンサーの赤江珠...
今田&岡村&徳井&又吉の「アローン会」がNHKで特番,"今田＆岡村＆徳井＆又吉の「アローン会」がNHKで特番

　今田耕司、岡村隆史、徳井義実、又吉直樹の4人からなる通称「アローン会」のメン..."
伝説再び！4時間すべて「ヤマト」づくしのラジオ番組第2弾がGWに放送決定,"twitter全国トレンド第1位を獲得した伝説のラジオ番組が帰ってくる！ 

「宇宙戦艦ヤマト」の楽曲だけを取り上げる特別ラジオ番組の..."
山崎賢人&吉沢亮らのオフに密着！本郷奏多の初恋の人が登場...「櫻井・有吉THE夜会」,「櫻井・有吉ＴＨＥ夜会」 (C) TBSもっと画像を見る4月25日（木）今夜の「櫻井・有吉THE夜会」に映画『キングダム』から山崎賢人...
原田珠々華、1stミニAL発売記念イベント開催「みなさんに支えられてリリースできました」,原田珠々華、1stミニAL発売記念イベント開催「みなさんに支えられてリリースできました」【写真を見る】原田珠々華が、1stミニアルバム...
長渕剛主演「太陽の家」に広末涼子ら出演、大ファンの瑛太「涙があふれるくらいうれしい」,長渕剛が主演を務める2020年公開予定の映画「太陽の家」のメインキャスト発表記者会見が、本日4月25日に東京・ユナイテッド・シネマ豊洲...
香取慎吾「信じられない」日本初個展で来場10万人突破,元ＳＭＡＰの香取慎吾（４２）が２５日、東京・豊洲のＩＨＩステージアラウンド東京で開催中の日本初個展「ＢＯＵＭ！ＢＯＵＭ！ＢＯＵＭ！香取...
マツコ・デラックス 驚きの“お口年齢”,歯磨き粉の新ＣＭ発表会が行われ、マツコ・デラックスさん、いとうあさこさん、大久保佳代子さんが出席しました。（25日05:25）
松本人志&友近 デュエット披露！,松本人志さんが出演している新ＣＭが解禁されました。（25日05:25）
M・ウォールバーグ主演『600万ドルの男』映画化、『バンブルビー』監督に決まりか,"マーク・ウォールバーグ主演『600万ドルの男』映画版の監督に決まったというトラヴィス・ナイト （C）AFLO＜画像を拡大する＞
　映画..."
上白石萌歌『いだてん』決意の“増量”にエール続々 「前畑がんばれ！」,先クール放送され反響を呼んだドラマ『3年A組 ―今から皆さんは、人質です―』で自殺した水泳部のエースを演じた上白石萌歌が、再び水泳選手...
幻想的な世界観に引き込まれそう！人気コスプレイヤー・黒子ききの“FGO アーチャー・インフェルノ”コスプレに反響続々！,人気コスプレイヤー・黒子ききが自身のTwitterで23日、ゲーム作品『Fate/Grand Order』に登場するアーチャー・インフ...
滝沢カレン、外国人の彼氏はNG......その理由にホラン千秋も共感,ホラン千秋【写真：竹内みちまろ】　ホラン千秋が、23日放送の『グータンヌーボ2』（カンテレ）に出演。滝沢カレンが語る彼氏の条件に共感す...
タロンが歌うエルトンの名曲「ユア・ソング」お披露目！『ロケットマン』初映像,『ロケットマン』　（C）2018 Paramount Pictures. All rights reserved.もっと画像を見る『キ...
好きな日本のスポーツは○○！『ブラックリスト』ジェームズ・スペイダー インタビュー,スーパー！ドラマTVにて4月30日（火）より独占日本初放送となる『ブラックリスト』シーズン6。待望の新シーズンを迎えるにあたり、主演と...
『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？,『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？もっと画像を見る日本ファルコ...
「史上最強のえちえちメイド」美脚グラドル・緒方咲、最新DVDでファンの度肝を抜く,"4・5月のイベント&amp;情報

4/29(月)ミスジェニックイベント❤️https://t.co/4vFuQRiPWo

5/1(..."
aiko、FM802開局30周年のキャンペーンソング「メロンソーダ」のMV公開,aikoが作詞・作曲を担当する『FM802 × TSUTAYA ACCESS!』のキャンペーンソング、Radio Darlings「メ...
山本彩、＜日比谷音楽祭＞出演決定！,山本彩、＜日比谷音楽祭＞出演決定！山本彩が、6月1日（土）、2日（日）に開催される＜日比谷音楽祭＞に出演する。＜日比谷音楽祭＞は、実行...
「スッキリ」リポーターの中山美香、携帯に詐欺電話 050発信「警察はかけない」,日本テレビ系「スッキリ」のリポーターなどを務める中山美香が２４日、ブログを更新し、携帯に０５０から始まる詐欺電話がかかってきたことを報...
ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場,"ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場
ジェジュンが、4月26日放送のタモリが司会を務..."
渋谷SOUND MUSEUM VISIONがGW怒涛のラインナップを発表,いよいよゴールデンウィーク直前。特別に長いGWとあって今年は各所でさまざまな催しが組まれており、楽しみにしている人も多いだろう。そんな...
トータルテンボス漫才ツアー開催決定、21年間で培ったものを“摘みとる”,「トータルテンボス全国漫才ツアー2019『CHATSUMI』」が9月29日（日）にスタートする。「トータルテンボス全国漫才ツアー201...
マツコ、朝の占いコーナーに「もうやめよう」と苦言 その理由に共感の声,24日放送の『かりそめ天国』（テレビ朝日系）でマツコ・デラックスと有吉弘行が、「芸能人○○ランキング」「朝の占いコーナー」に苦言を呈し...
堀ちえみ、退院を報告 10日ぶりに帰宅し「やっぱりお家は落ち着くなぁ~」,"4月16日に食道がんの手術を終え、入院していたタレント・堀ちえみが24日に更新した自身のアメブロで退院を報告した。

この日、堀は「本..."
「デカピンク」菊地美香 4月末で所属事務所の退所を報告 その後は「のんびり考えて」,"女優で歌手の菊地美香（35）が25日、自身のブログを更新。所属事務所を今月いっぱいで退所することを明かした。


女優の菊地美香

　..."
宇垣美里、TBS退社後の変化を明かす,【宇垣美里／モデルプレス＝4月25日】フリーアナウンサーの宇垣美里が25日、都内で開催されたオープニングセレモニーイベントに、俳優の遠...
上白石萌歌『いだてん』決意の“増量”にエール続々 「前畑がんばれ！」,先クール放送され反響を呼んだドラマ『3年A組 ―今から皆さんは、人質です―』で自殺した水泳部のエースを演じた上白石萌歌が、再び水泳選手...
幻想的な世界観に引き込まれそう！人気コスプレイヤー・黒子ききの“FGO アーチャー・インフェルノ”コスプレに反響続々！,人気コスプレイヤー・黒子ききが自身のTwitterで23日、ゲーム作品『Fate/Grand Order』に登場するアーチャー・インフ...
滝沢カレン、外国人の彼氏はNG......その理由にホラン千秋も共感,ホラン千秋【写真：竹内みちまろ】　ホラン千秋が、23日放送の『グータンヌーボ2』（カンテレ）に出演。滝沢カレンが語る彼氏の条件に共感す...
タロンが歌うエルトンの名曲「ユア・ソング」お披露目！『ロケットマン』初映像,『ロケットマン』　（C）2018 Paramount Pictures. All rights reserved.もっと画像を見る『キ...
好きな日本のスポーツは○○！『ブラックリスト』ジェームズ・スペイダー インタビュー,スーパー！ドラマTVにて4月30日（火）より独占日本初放送となる『ブラックリスト』シーズン6。待望の新シーズンを迎えるにあたり、主演と...
『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？,『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？もっと画像を見る日本ファルコ...
「史上最強のえちえちメイド」美脚グラドル・緒方咲、最新DVDでファンの度肝を抜く,"4・5月のイベント&amp;情報

4/29(月)ミスジェニックイベント❤️https://t.co/4vFuQRiPWo

5/1(..."
aiko、FM802開局30周年のキャンペーンソング「メロンソーダ」のMV公開,aikoが作詞・作曲を担当する『FM802 × TSUTAYA ACCESS!』のキャンペーンソング、Radio Darlings「メ...
山本彩、＜日比谷音楽祭＞出演決定！,山本彩、＜日比谷音楽祭＞出演決定！山本彩が、6月1日（土）、2日（日）に開催される＜日比谷音楽祭＞に出演する。＜日比谷音楽祭＞は、実行...
「スッキリ」リポーターの中山美香、携帯に詐欺電話 050発信「警察はかけない」,日本テレビ系「スッキリ」のリポーターなどを務める中山美香が２４日、ブログを更新し、携帯に０５０から始まる詐欺電話がかかってきたことを報...
ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場,"ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場
ジェジュンが、4月26日放送のタモリが司会を務..."
渋谷SOUND MUSEUM VISIONがGW怒涛のラインナップを発表,いよいよゴールデンウィーク直前。特別に長いGWとあって今年は各所でさまざまな催しが組まれており、楽しみにしている人も多いだろう。そんな...
トータルテンボス漫才ツアー開催決定、21年間で培ったものを“摘みとる”,「トータルテンボス全国漫才ツアー2019『CHATSUMI』」が9月29日（日）にスタートする。「トータルテンボス全国漫才ツアー201...
マツコ、朝の占いコーナーに「もうやめよう」と苦言 その理由に共感の声,24日放送の『かりそめ天国』（テレビ朝日系）でマツコ・デラックスと有吉弘行が、「芸能人○○ランキング」「朝の占いコーナー」に苦言を呈し...
堀ちえみ、退院を報告 10日ぶりに帰宅し「やっぱりお家は落ち着くなぁ~」,"4月16日に食道がんの手術を終え、入院していたタレント・堀ちえみが24日に更新した自身のアメブロで退院を報告した。

この日、堀は「本..."
「デカピンク」菊地美香 4月末で所属事務所の退所を報告 その後は「のんびり考えて」,"女優で歌手の菊地美香（35）が25日、自身のブログを更新。所属事務所を今月いっぱいで退所することを明かした。


女優の菊地美香

　..."
宇垣美里、TBS退社後の変化を明かす,【宇垣美里／モデルプレス＝4月25日】フリーアナウンサーの宇垣美里が25日、都内で開催されたオープニングセレモニーイベントに、俳優の遠...
リトグリ、イルカとコラボレーション 圧巻の歌声&華麗パフォーマンスに拍手喝采,【Little Glee Monster／モデルプレス＝4月25日】女性5人組ボーカルグループ・Little Glee Monster...
クレヨンしんちゃんとあいみょんがグッズでコラボ！ あいみょんが、『クレしん』タッチのキュートなキャラクターに大変身,"■「女性シンガーソングライターの中で、たぶん私がいちばんしんちゃんを好きです！」（あいみょん）
【画像】キーホルダーやTシャツなど、楽..."
スイッチ/XB1版『FINAL FANTASY XII THE ZODIAC AGE』配信開始ー拡張要素などが追加され再誕,スイッチ/XB1版『FINAL FANTASY XII THE ZODIAC AGE』配信開始ー拡張要素などが追加され再誕もっと画像を...
上白石萌歌『いだてん』決意の“増量”にエール続々 「前畑がんばれ！」,先クール放送され反響を呼んだドラマ『3年A組 ―今から皆さんは、人質です―』で自殺した水泳部のエースを演じた上白石萌歌が、再び水泳選手...
幻想的な世界観に引き込まれそう！人気コスプレイヤー・黒子ききの“FGO アーチャー・インフェルノ”コスプレに反響続々！,人気コスプレイヤー・黒子ききが自身のTwitterで23日、ゲーム作品『Fate/Grand Order』に登場するアーチャー・インフ...
滝沢カレン、外国人の彼氏はNG......その理由にホラン千秋も共感,ホラン千秋【写真：竹内みちまろ】　ホラン千秋が、23日放送の『グータンヌーボ2』（カンテレ）に出演。滝沢カレンが語る彼氏の条件に共感す...
タロンが歌うエルトンの名曲「ユア・ソング」お披露目！『ロケットマン』初映像,『ロケットマン』　（C）2018 Paramount Pictures. All rights reserved.もっと画像を見る『キ...
好きな日本のスポーツは○○！『ブラックリスト』ジェームズ・スペイダー インタビュー,スーパー！ドラマTVにて4月30日（火）より独占日本初放送となる『ブラックリスト』シーズン6。待望の新シーズンを迎えるにあたり、主演と...
『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？,『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？もっと画像を見る日本ファルコ...
「史上最強のえちえちメイド」美脚グラドル・緒方咲、最新DVDでファンの度肝を抜く,"4・5月のイベント&amp;情報

4/29(月)ミスジェニックイベント❤️https://t.co/4vFuQRiPWo

5/1(..."
aiko、FM802開局30周年のキャンペーンソング「メロンソーダ」のMV公開,aikoが作詞・作曲を担当する『FM802 × TSUTAYA ACCESS!』のキャンペーンソング、Radio Darlings「メ...
山本彩、＜日比谷音楽祭＞出演決定！,山本彩、＜日比谷音楽祭＞出演決定！山本彩が、6月1日（土）、2日（日）に開催される＜日比谷音楽祭＞に出演する。＜日比谷音楽祭＞は、実行...
「スッキリ」リポーターの中山美香、携帯に詐欺電話 050発信「警察はかけない」,日本テレビ系「スッキリ」のリポーターなどを務める中山美香が２４日、ブログを更新し、携帯に０５０から始まる詐欺電話がかかってきたことを報...
ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場,"ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場
ジェジュンが、4月26日放送のタモリが司会を務..."
渋谷SOUND MUSEUM VISIONがGW怒涛のラインナップを発表,いよいよゴールデンウィーク直前。特別に長いGWとあって今年は各所でさまざまな催しが組まれており、楽しみにしている人も多いだろう。そんな...
トータルテンボス漫才ツアー開催決定、21年間で培ったものを“摘みとる”,「トータルテンボス全国漫才ツアー2019『CHATSUMI』」が9月29日（日）にスタートする。「トータルテンボス全国漫才ツアー201...
マツコ、朝の占いコーナーに「もうやめよう」と苦言 その理由に共感の声,24日放送の『かりそめ天国』（テレビ朝日系）でマツコ・デラックスと有吉弘行が、「芸能人○○ランキング」「朝の占いコーナー」に苦言を呈し...
堀ちえみ、退院を報告 10日ぶりに帰宅し「やっぱりお家は落ち着くなぁ~」,"4月16日に食道がんの手術を終え、入院していたタレント・堀ちえみが24日に更新した自身のアメブロで退院を報告した。

この日、堀は「本..."
「デカピンク」菊地美香 4月末で所属事務所の退所を報告 その後は「のんびり考えて」,"女優で歌手の菊地美香（35）が25日、自身のブログを更新。所属事務所を今月いっぱいで退所することを明かした。


女優の菊地美香

　..."
宇垣美里、TBS退社後の変化を明かす,【宇垣美里／モデルプレス＝4月25日】フリーアナウンサーの宇垣美里が25日、都内で開催されたオープニングセレモニーイベントに、俳優の遠...
リトグリ、イルカとコラボレーション 圧巻の歌声&華麗パフォーマンスに拍手喝采,【Little Glee Monster／モデルプレス＝4月25日】女性5人組ボーカルグループ・Little Glee Monster...
クレヨンしんちゃんとあいみょんがグッズでコラボ！ あいみょんが、『クレしん』タッチのキュートなキャラクターに大変身,"■「女性シンガーソングライターの中で、たぶん私がいちばんしんちゃんを好きです！」（あいみょん）
【画像】キーホルダーやTシャツなど、楽..."
スイッチ/XB1版『FINAL FANTASY XII THE ZODIAC AGE』配信開始ー拡張要素などが追加され再誕,スイッチ/XB1版『FINAL FANTASY XII THE ZODIAC AGE』配信開始ー拡張要素などが追加され再誕もっと画像を...
上白石萌歌『いだてん』決意の“増量”にエール続々 「前畑がんばれ！」,先クール放送され反響を呼んだドラマ『3年A組 ―今から皆さんは、人質です―』で自殺した水泳部のエースを演じた上白石萌歌が、再び水泳選手...
幻想的な世界観に引き込まれそう！人気コスプレイヤー・黒子ききの“FGO アーチャー・インフェルノ”コスプレに反響続々！,人気コスプレイヤー・黒子ききが自身のTwitterで23日、ゲーム作品『Fate/Grand Order』に登場するアーチャー・インフ...
滝沢カレン、外国人の彼氏はNG......その理由にホラン千秋も共感,ホラン千秋【写真：竹内みちまろ】　ホラン千秋が、23日放送の『グータンヌーボ2』（カンテレ）に出演。滝沢カレンが語る彼氏の条件に共感す...
タロンが歌うエルトンの名曲「ユア・ソング」お披露目！『ロケットマン』初映像,『ロケットマン』　（C）2018 Paramount Pictures. All rights reserved.もっと画像を見る『キ...
好きな日本のスポーツは○○！『ブラックリスト』ジェームズ・スペイダー インタビュー,スーパー！ドラマTVにて4月30日（火）より独占日本初放送となる『ブラックリスト』シーズン6。待望の新シーズンを迎えるにあたり、主演と...
『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？,『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？もっと画像を見る日本ファルコ...
「史上最強のえちえちメイド」美脚グラドル・緒方咲、最新DVDでファンの度肝を抜く,"4・5月のイベント&amp;情報

4/29(月)ミスジェニックイベント❤️https://t.co/4vFuQRiPWo

5/1(..."
aiko、FM802開局30周年のキャンペーンソング「メロンソーダ」のMV公開,aikoが作詞・作曲を担当する『FM802 × TSUTAYA ACCESS!』のキャンペーンソング、Radio Darlings「メ...
山本彩、＜日比谷音楽祭＞出演決定！,山本彩、＜日比谷音楽祭＞出演決定！山本彩が、6月1日（土）、2日（日）に開催される＜日比谷音楽祭＞に出演する。＜日比谷音楽祭＞は、実行...
「スッキリ」リポーターの中山美香、携帯に詐欺電話 050発信「警察はかけない」,日本テレビ系「スッキリ」のリポーターなどを務める中山美香が２４日、ブログを更新し、携帯に０５０から始まる詐欺電話がかかってきたことを報...
